station_name,elevation,Date,OneDayPriorRainfallOrigin,TenDayPriorOrigin,OneDayPriorRainfall,threedaysprior,sevendaysprior,tendaysprior,Flood,,
,0,05/02/2013,0.3,131.1,56.3,100.6,297.6,406.7,0,,
,0,06/02/2013,23.6,133.6,53.6,90.9,279.9,354.9,0,,
,0,07/02/2013,7.1,112.5,44.3,60.9,266.6,301.3,0,,
,0,08/02/2013,10.2,107.2,37.3,77.4,252.5,257,0,,
,0,09/02/2013,9.4,98.2,16.6,66,219.7,219.7,0,,
,0,10/02/2013,14.4,103.8,40.1,78.7,203.1,203.1,0,,
,0,11/02/2013,18,89.5,49.4,89.7,163,163,0,,
,0,12/02/2013,9.7,73.2,38.6,68.8,113.6,113.6,0,,
,0,13/02/2013,11.1,64.5,40.3,44.8,75,75,0,,
,0,14/02/2013,27.3,53.4,30.2,30.2,34.7,34.7,0,,
,0,15/02/2013,2.8,26.6,4.5,4.5,4.5,4.5,0,,
,0,16/02/2013,2.5,23.8,0,0,0,0,0,,
,0,17/02/2013,1.8,22.9,0,0,0,10.4,0,,
,0,18/02/2013,1.2,21.1,0,0,0,21.6,0,,
,0,19/02/2013,15,25.9,0,0,0,29.9,0,,
,0,20/02/2013,0.1,13.3,0,0,10.4,47.1,0,,
,0,21/02/2013,1.7,15.8,0,0,21.6,57.4,0,,
,0,22/02/2013,1,30.6,0,0,29.9,69.1,0,,
,0,23/02/2013,0,44.9,0,0,47.1,69.1,0,,
,0,24/02/2013,0.5,46.6,0,10.4,57.4,69.1,0,,
,0,25/02/2013,0,49.7,,11.2,69.1,69.1,0,,
,0,26/02/2013,1.6,54.9,10.4,18.7,69.1,77.3,0,,
,0,27/02/2013,0,57.5,11.2,28.4,58.7,85.2,0,,
,0,28/02/2013,6,66,8.3,18.6,47.5,74,0,,
,0,01/03/2013,2.4,60.4,17.2,28.9,47.4,65.7,0,,
,0,02/03/2013,2.6,60.3,10.3,10.3,48.5,48.5,0,,
,0,03/03/2013,16.5,59.8,11.7,11.7,38.2,38.2,0,,
,0,04/03/2013,15.3,44.4,0,0,26.5,37.8,0,,
,0,05/03/2013,1.7,32.3,0,8.2,26.5,50.1,0,,
,0,06/03/2013,3.6,38.4,0,18.3,26.5,80.3,0,,
,0,07/03/2013,5.2,37.9,8.2,8.2,37.8,128.6,0,,
,0,08/03/2013,4.2,40.1,18.3,18.3,41.9,170.7,0,,
,0,09/03/2013,8.5,38.6,0,0,53.8,195.7,0,,
,0,10/03/2013,0.4,33,0,0,102.1,236.1,0,,
,0,11/03/2013,2.3,34,0,11.3,152.4,250.7,0,,
,0,12/03/2013,2.1,32.7,0,12.3,195.7,256.9,0,,
,0,13/03/2013,1.1,30.8,11.3,41.5,236.1,256.9,0,,
,0,14/03/2013,3.2,31.9,12.3,60.6,239.4,245.6,0,,
,0,15/03/2013,7.8,64.6,30.2,80.5,233.3,233.3,0,,
,0,16/03/2013,3.1,89.3,48.3,91.6,203.1,207.6,0,,
,0,17/03/2013,7.4,93,50.3,90.7,154.8,163.6,0,,
,0,18/03/2013,2.7,93.4,43.3,57.9,104.5,163.9,0,,
,0,19/03/2013,2.9,93,40.4,46.6,65.7,133.8,0,,
,0,20/03/2013,1.4,96.5,14.6,14.6,29.6,113.2,0,,
,0,21/03/2013,1,108.2,6.2,6.2,65.6,126,0,,
,0,22/03/2013,0.2,108.7,0,0,72.6,153.4,0,,
,0,23/03/2013,2.2,110.1,0,4.5,92.4,153.4,0,,
,0,24/03/2013,35.9,108.8,0,4.3,119.8,196.1,0,,
,0,25/03/2013,32.5,74.2,4.5,55.1,153.4,196.1,0,,
,0,26/03/2013,6.8,49.4,4.3,17.5,148.9,230.1,0,,
,0,27/03/2013,7.8,49.4,50.6,70.4,187.3,225.8,0,,
,0,28/03/2013,2.3,44.4,13.2,40.6,136.7,197.5,0,,
,0,29/03/2013,6.4,43.6,19.8,53.4,162,202.9,0,,
,0,30/03/2013,13.1,38.4,27.4,27.4,142.2,293.5,0,,
,0,31/03/2013,1.5,27.3,33.6,76.3,137.1,266.1,0,,
,0,01/04/2013,1.6,36.6,0,0,122.1,232.5,0,,
,0,02/04/2013,0.9,37.4,42.7,81.2,232.5,232.5,0,,
,0,03/04/2013,1.3,38.4,0,0,189.8,189.8,0,,
,0,04/04/2013,7.7,43.3,38.5,60.8,189.8,189.8,0,,
,0,05/04/2013,6.8,36.8,0,18.6,151.3,170.7,0,,
,0,06/04/2013,2.8,41.7,22.3,132.7,151.3,186.9,0,,
,0,07/04/2013,1.5,41.7,18.6,18.6,129,193.3,0,,
,0,08/04/2013,1.2,40.8,110.4,110.4,129.8,174.7,0,,
,0,09/04/2013,2,43,0,0,35.6,70.6,0,,
,0,10/04/2013,10.8,41.6,0,0,64.3,79.2,0,,
,0,11/04/2013,2.4,31.3,0,0,64.3,93.7,0,,
,0,12/04/2013,1.9,29.5,0,19.4,70.6,110,0,,
,0,13/04/2013,6.2,29.5,0,16.2,79.2,132.4,0,,
,0,14/04/2013,1.2,26.5,19.4,48.1,93.7,134.6,0,,
,0,15/04/2013,11.7,31,16.2,16.2,90.6,115.2,0,,
,0,16/04/2013,2.8,27.8,28.7,35,96.8,99,0,,
,0,17/04/2013,0.6,34,0,8.6,70.3,70.3,0,,
,0,18/04/2013,3.4,39.3,6.3,20.8,70.3,87,0,,
,0,19/04/2013,0.6,40.9,8.6,24.9,64,80.7,0,,
,0,20/04/2013,0.5,45.5,14.5,36.9,55.4,90.9,0,,
,0,21/04/2013,0.6,53.1,16.3,18.5,57.6,76.4,0,,
,0,22/04/2013,1.9,68.2,22.4,22.4,41.3,71.4,0,,
,0,23/04/2013,3.2,75.8,2.2,2.2,37.7,73.6,0,,
,0,24/04/2013,5.7,91.9,0,0,35.5,71.4,0,,
,0,25/04/2013,8.5,104.8,0,16.7,46.8,71.4,0,,
,0,26/04/2013,9,112.8,0,0,71.4,71.4,0,,
,0,27/04/2013,5.9,127.3,16.7,35.5,71.4,71.4,0,,
,0,28/04/2013,5,136,,0,54.7,54.7,0,,
,0,29/04/2013,5.2,132.2,18.8,30.1,54.7,54.7,0,,
,0,30/04/2013,8.1,129.9,0,24.6,35.9,35.9,0,,
,0,01/05/2013,15.7,124.1,11.3,11.3,35.9,60.2,0,,
,0,02/05/2013,9.5,111,24.6,24.6,24.6,63.3,0,,
,0,03/05/2013,19.3,106.6,0,0,0,38.7,0,,
,0,04/05/2013,18.6,97.5,0,0,24.3,57,0,,
,0,05/05/2013,16.5,91.2,0,0,38.7,57,0,,
,0,06/05/2013,23.5,77.1,0,0,38.7,57,0,,
,0,07/05/2013,14.6,58.7,0,0,57,57,0,,
,0,08/05/2013,1.2,44.9,0,24.3,57,57,0,,
,0,09/05/2013,2.9,47.6,0,14.4,57,57,0,,
,0,10/05/2013,2.3,56.1,24.3,24.3,57,57,0,,
,0,11/05/2013,2.6,80.6,14.4,32.7,32.7,32.7,0,,
,0,12/05/2013,5.1,89,0,0,18.3,18.3,0,,
,0,13/05/2013,10.2,91.1,18.3,18.3,18.3,18.3,0,,
,0,14/05/2013,12.3,85.5,0,0,0,0,0,,
,0,15/05/2013,2.4,84.1,0,0,0,0,0,,
,0,16/05/2013,5.1,89.9,0,0,0,0,0,,
,0,17/05/2013,0.8,88.9,0,0,0,0,0,,
,0,18/05/2013,3.9,93.3,0,0,0,0,0,,
,0,19/05/2013,11.4,94.2,0,0,0,0,0,,
,0,20/05/2013,26.8,86.6,0,0,0,0,0,,
,0,21/05/2013,11,69.6,0,0,0,0,0,,
,0,22/05/2013,7.2,94.7,0,0,0,0,0,,
,0,23/05/2013,4.6,112.3,0,0,0,0,0,,
,0,24/05/2013,10.9,130.5,0,0,0,0,0,,
,0,25/05/2013,8.2,128.8,0,0,0,0,0,,
,0,26/05/2013,4.1,130,0,0,0,0,0,,
,0,27/05/2013,5.2,132.4,0,0,0,0,0,,
,0,28/05/2013,4.8,134,0,0,0,0,0,,
,0,29/05/2013,3.8,136,0,0,0,12.3,0,,
,0,30/05/2013,9.8,170.5,0,0,0,44.7,0,,
,0,31/05/2013,36.1,164.8,0,0,0,44.7,0,,
,0,01/06/2013,24.8,133.4,0,0,12.3,61.9,0,,
,0,02/06/2013,22.8,115.7,0,0,44.7,79.5,0,,
,0,03/06/2013,9.2,103.1,0,0,44.7,98.2,0,,
,0,04/06/2013,9.4,104.9,0,0,61.9,117.4,0,,
,0,05/06/2013,6.5,105.9,0,12.3,79.5,170.8,0,,
,0,06/06/2013,6.8,116.6,0,32.4,98.2,179,0,,
,0,07/06/2013,6.8,114.8,12.3,12.3,117.4,179,0,,
,0,08/06/2013,38.3,126.1,32.4,49.6,158.5,166.7,0,,
,0,09/06/2013,4.1,95.9,0,17.6,134.3,134.3,0,,
,0,10/06/2013,4.7,97.5,17.2,35.9,134.3,134.3,0,,
,0,11/06/2013,7.1,99.9,17.6,36.8,117.1,117.1,0,,
,0,12/06/2013,10.2,101.4,18.7,72.1,99.5,99.5,0,,
,0,13/06/2013,11,99.7,19.2,27.4,80.8,80.8,0,,
,0,14/06/2013,10.4,96.5,53.4,53.4,61.6,61.6,0,,
,0,15/06/2013,17.2,93,8.2,8.2,8.2,8.2,0,,
,0,16/06/2013,5,84.5,0,0,0,0,0,,
,0,17/06/2013,18.1,86.4,0,0,0,0,0,,
,0,18/06/2013,8.1,69.7,0,0,0,22.4,0,,
,0,19/06/2013,5.7,72.2,0,0,0,22.4,0,,
,0,20/06/2013,7.1,75.1,0,0,0,22.4,0,,
,0,21/06/2013,8.6,86.9,0,0,22.4,22.4,0,,
,0,22/06/2013,8.5,84.5,0,0,22.4,22.4,0,,
,0,23/06/2013,7.8,86.8,0,0,22.4,22.4,0,,
,0,24/06/2013,6.9,83.2,0,0,22.4,22.4,0,,
,0,25/06/2013,8.7,80.1,0,22.4,22.4,22.4,0,,
,0,26/06/2013,6.9,77.2,0,0,22.4,22.4,0,,
,0,27/06/2013,1.4,71.9,22.4,22.4,22.4,22.4,0,,
,0,28/06/2013,10.6,79.5,0,0,0,0,0,,
,0,29/06/2013,8.6,80.3,0,0,0,0,0,,
,0,30/06/2013,18.9,81.4,0,0,0,0,0,,
,0,01/07/2013,6.2,82.1,0,0,0,0,0,,
,0,02/07/2013,10.8,76.9,0,0,0,0,0,,
,0,03/07/2013,4.2,68.6,0,0,0,0,0,,
,0,04/07/2013,3.8,66.9,0,0,0,0,0,,
,0,05/07/2013,5.8,66.1,0,0,0,0,0,,
,0,06/07/2013,1.6,63.2,0,0,0,0,0,,
,0,07/07/2013,9,71.9,0,0,0,0,0,,
,0,08/07/2013,11.4,68.4,0,0,0,0,0,,
,0,09/07/2013,9.7,64,0,0,0,0,0,,
,0,10/07/2013,19.6,61.1,0,0,0,0,0,,
,0,11/07/2013,1,45.4,0,0,0,2.3,0,,
,0,12/07/2013,2.5,48.7,0,0,0,2.3,0,,
,0,13/07/2013,2.5,62.3,0,0,0,5,0,,
,0,14/07/2013,3,78.5,0,0,2.3,5,0,,
,0,15/07/2013,2.9,82.1,0,0,2.3,5,0,,
,0,16/07/2013,10.3,87.8,0,0,5,5,0,,
,0,17/07/2013,5.5,85.4,0,0,5,51.3,0,,
,0,18/07/2013,7,80.5,0,2.3,5,53.7,0,,
,0,19/07/2013,6.8,76.1,0,0,5,53.7,0,,
,0,20/07/2013,3.9,72.7,2.3,5,51.3,53.7,0,,
,0,21/07/2013,4.3,70,0,0,51.4,51.4,0,,
,0,22/07/2013,16.1,68.8,2.7,2.7,51.4,63.7,0,,
,0,23/07/2013,18.7,62.1,0,0,48.7,91.7,0,,
,0,24/07/2013,6.6,55.1,0,46.3,48.7,136.3,0,,
,0,25/07/2013,8.6,52.4,0,2.4,61,136.3,0,,
,0,26/07/2013,7.9,73.9,46.3,46.3,91.7,136.3,0,,
,0,27/07/2013,0.6,71.6,2.4,2.4,90,93.2,0,,
,0,28/07/2013,2.6,74.1,,0,87.6,109.4,0,,
,0,29/07/2013,3.4,73.7,,12.3,87.6,109.4,0,,
,0,30/07/2013,1.2,72,,30.7,90.8,109.4,0,,
,0,31/07/2013,3.1,72.5,12.3,56.9,109.4,109.4,0,,
,0,01/08/2013,9.4,72.3,30.7,30.7,97.1,97.1,0,,
,0,02/08/2013,11.7,66.4,44.6,44.6,66.4,66.4,0,,
,0,03/08/2013,3.9,58.2,0,3.2,21.8,21.8,0,,
,0,04/08/2013,30.1,55.6,0,18.6,21.8,21.8,0,,
,0,05/08/2013,5.6,27.5,3.2,3.2,21.8,21.8,0,,
,0,06/08/2013,3.1,23.6,18.6,18.6,18.6,18.6,0,,
,0,07/08/2013,2.2,21.6,0,0,0,2.1,0,,
,0,08/08/2013,1.7,21.3,0,0,0,21.5,0,,
,0,09/08/2013,1.7,23.1,0,0,0,21.5,0,,
,0,10/08/2013,2.9,24.1,0,0,2.1,65.1,0,,
,0,11/08/2013,3.5,23.4,0,0,21.5,79.4,0,,
,0,12/08/2013,3.5,26.9,0,0,21.5,79.4,0,,
,0,13/08/2013,1.3,27.5,0,0,65.1,79.4,0,,
,0,14/08/2013,2,29.4,0,2.1,79.4,79.4,0,,
,0,15/08/2013,1.7,31,0,19.4,79.4,79.4,0,,
,0,16/08/2013,1.1,30.9,2.1,2.1,79.4,79.4,0,,
,0,17/08/2013,1.9,33.7,19.4,63,77.3,77.3,0,,
,0,18/08/2013,3.5,32.5,0,14.3,57.9,57.9,0,,
,0,19/08/2013,2.7,30.6,43.6,43.6,57.9,57.9,0,,
,0,20/08/2013,2.2,36.6,14.3,14.3,14.3,14.3,0,,
,0,21/08/2013,7,53.1,0,0,0,0,0,,
,0,22/08/2013,4.1,51.6,0,0,0,12.3,0,,
,0,23/08/2013,3.2,62.1,0,0,0,12.3,0,,
,0,24/08/2013,3.6,73,0,0,0,34.7,0,,
,0,25/08/2013,1.6,81.1,0,0,12.3,55.3,0,,
,0,26/08/2013,3.9,81.7,0,0,12.3,97.8,0,,
,0,27/08/2013,0.7,88.9,0,0,34.7,97.8,0,,
,0,28/08/2013,1.6,108.3,0,0,55.3,123.4,0,,
,0,29/08/2013,8.7,110.4,0,12.3,97.8,134.2,0,,
,0,30/08/2013,18.7,112.2,0,0,97.8,134.2,0,,
,0,31/08/2013,5.5,107.6,12.3,34.7,123.4,134.2,0,,
,0,01/09/2013,14.6,122.9,0,20.6,121.9,121.9,0,,
,0,02/09/2013,14.1,126.8,22.4,64.9,121.9,129,0,,
,0,03/09/2013,11.7,130.2,20.6,20.6,99.5,115.3,0,,
,0,04/09/2013,2.2,127,42.5,68.1,78.9,94.7,0,,
,0,05/09/2013,11.1,139.6,0,10.8,43.5,52.2,0,,
,0,06/09/2013,20.1,132.4,25.6,25.6,52.2,56.5,0,,
,0,07/09/2013,3.7,120.2,10.8,10.8,26.6,61.6,0,,
,0,08/09/2013,10.5,136.3,0,0,15.8,59.1,0,,
,0,09/09/2013,14.1,135.5,0,7.1,20.1,66.2,0,,
,0,10/09/2013,20.8,127.3,0,8.7,50.8,66.2,0,,
,0,11/09/2013,18.5,116.3,7.1,7.1,59.1,66.2,0,,
,0,12/09/2013,17.5,100.1,8.7,8.7,59.1,85.8,0,,
,0,13/09/2013,8.5,84.2,0,4.3,50.4,95.9,0,,
,0,14/09/2013,14.8,79.5,0,30.7,50.4,95.9,0,,
,0,15/09/2013,3.9,65.5,4.3,12.6,77.1,129.1,0,,
,0,16/09/2013,7.9,63.3,30.7,37.8,91.6,151.4,0,,
,0,17/09/2013,19.8,57,8.3,8.3,60.9,150.9,0,,
,0,18/09/2013,9.7,37.4,7.1,7.1,85.8,163.3,0,,
,0,19/09/2013,5.9,29.8,0,26.7,105.3,184.5,0,,
,0,20/09/2013,9.8,26.2,0,18.8,135.5,217.9,0,,
,0,21/09/2013,2.3,17.7,26.7,26.7,156.2,217.9,0,,
,0,22/09/2013,1.6,20.7,18.8,52,157.8,205.9,0,,
,0,23/09/2013,3.8,21.5,0,26.6,172.4,187.1,0,,
,0,24/09/2013,0.8,21.3,33.2,63.4,172.4,203.4,0,,
,0,25/09/2013,1.7,27.9,26.6,47.3,153.9,174.4,0,,
,0,26/09/2013,1.6,35.2,30.2,58.5,127.3,166.4,0,,
,0,27/09/2013,0.2,35.1,20.7,54.1,113.4,142,0,,
,0,28/09/2013,2.1,35.2,28.3,28.3,96.9,146.1,0,,
,0,29/09/2013,2.3,34.4,33.4,48.1,87.2,156.6,0,,
,0,30/09/2013,1.3,35.3,,0,59.6,169.9,0,,
,0,01/10/2013,5.3,41.2,14.7,31,84.4,180.6,0,,
,0,02/10/2013,2.4,39,0,4.2,108.5,165.9,0,,
,0,03/10/2013,3.6,49.8,16.3,34.9,155.2,196.7,0,,
,0,04/10/2013,7.4,52.9,4.2,10,149.6,180.4,0,,
,0,05/10/2013,9,47.6,18.6,43.4,145.4,176.2,0,,
,0,06/10/2013,1.5,40.9,5.8,44.6,157.6,161.8,0,,
,0,07/10/2013,0.3,44.8,24.8,71.5,151.8,156,0,,
,0,08/10/2013,1.3,80.6,38.8,49.5,127,131.2,0,,
,0,09/10/2013,3.2,94.5,46.7,46.7,92.4,92.4,0,,
,0,10/10/2013,7.2,114.9,10.7,41.5,45.7,45.7,0,,
,0,11/10/2013,3.1,120.9,0,0,35,35,0,,
,0,12/10/2013,13.2,132.2,30.8,30.8,35,59.4,0,,
,0,13/10/2013,6.7,126,0,4.2,4.2,28.6,0,,
,0,14/10/2013,2.1,122.9,0,0,4.2,48.9,0,,
,0,15/10/2013,2.3,125.6,4.2,4.2,28.6,57.6,0,,
,0,16/10/2013,5.4,136,0,0,24.4,53.4,0,,
,0,17/10/2013,36.1,132.9,0,0,44.7,58,0,,
,0,18/10/2013,15.2,109.1,0,0,53.4,102.8,0,,
,0,19/10/2013,23.6,101.7,0,24.4,53.4,129.2,0,,
,0,20/10/2013,13.2,85.4,0,0,58,152.6,0,,
,0,21/10/2013,14.4,84.5,24.4,44.7,102.8,171.3,0,,
,0,22/10/2013,7,118,0,8.7,104.8,173.2,0,,
,0,23/10/2013,3.6,114.7,20.3,20.3,128.2,233.2,0,,
,0,24/10/2013,4.8,127,8.7,13.3,126.6,314.1,0,,
,0,25/10/2013,12.7,138.7,0,44.8,144.2,437.2,0,,
,0,26/10/2013,2.3,130.9,4.6,31,204.2,468.1,0,,
,0,27/10/2013,12.3,133.2,44.8,68.2,300.8,474.7,0,,
,0,28/10/2013,7.8,124.6,26.4,45.1,387.8,450,0,,
,0,29/10/2013,7.3,130,23.4,49.7,392.3,437.9,0,,
,0,30/10/2013,12.3,129.9,18.7,78.7,380.1,461.1,0,,
,0,31/10/2013,47.9,125.2,26.3,127.5,381.5,442.4,0,,
,0,01/11/2013,3.7,87.5,60,191.8,369.5,446.3,0,,
,0,02/11/2013,15.9,102.2,101.2,132.1,356.1,417,0,,
,0,03/11/2013,16.5,136.2,131.8,143,254.9,406.2,0,,
,0,04/11/2013,4.9,121.8,30.9,51,153.3,288.2,0,,
,0,05/11/2013,4.6,116.9,11.2,25.5,153.1,257.3,0,,
,0,06/11/2013,3.7,112.3,20.1,66.7,232.3,246.1,0,,
,0,07/11/2013,13.2,108.8,14.3,14.3,226,226,0,,
,0,08/11/2013,7.2,98.1,46.6,76.8,211.7,211.7,0,,
,0,09/11/2013,7.6,91.7,0,30.7,165.1,165.1,0,,
,0,10/11/2013,10.2,87.5,30.2,120.6,165.1,191.9,0,,
,0,11/11/2013,18.4,79.5,30.7,44.5,134.9,181.8,0,,
,0,12/11/2013,49.9,62.1,90.4,90.4,104.2,177.5,0,,
,0,13/11/2013,2.1,17.5,13.8,13.8,40.6,87.1,0,,
,0,14/11/2013,0,31.7,0,0,46.9,73.3,0,,
,0,15/11/2013,0,38.8,0,0,73.3,108.5,0,,
,0,16/11/2013,0.2,41.3,0,0,73.3,127.3,0,,
,0,17/11/2013,2.5,51.9,0,26.8,73.3,127.3,0,,
,0,18/11/2013,0.8,50,0,20.1,108.5,131.3,0,,
,0,19/11/2013,3.4,49.8,26.8,53.2,127.3,151.9,0,,
,0,20/11/2013,2.2,47.2,20.1,20.1,100.5,155.6,0,,
,0,21/11/2013,1,46.2,26.4,26.4,84.4,186.2,0,,
,0,22/11/2013,5.3,62.8,0,35.2,78.6,159.8,0,,
,0,23/11/2013,16.3,67.4,0,18.8,109.1,188.6,0,,
,0,24/11/2013,7.1,62.9,35.2,35.2,159.8,200.2,0,,
,0,25/11/2013,2.5,74.6,18.8,22.8,124.6,165,0,,
,0,26/11/2013,10.8,73.3,0,20.6,134.6,146.2,0,,
,0,27/11/2013,0.6,63.6,4,34.5,146.2,166.5,0,,
,0,28/11/2013,0.6,63.2,20.6,71.3,142.2,173,0,,
,0,29/11/2013,0.8,63.8,30.5,30.5,121.6,156.4,0,,
,0,30/11/2013,1.2,63,50.7,79.5,111.4,132.2,0,,
,0,01/12/2013,17.6,61.8,,11.6,71.2,115.2,0,,
,0,02/12/2013,9.9,44.4,28.8,28.8,75.2,127.4,0,,
,0,03/12/2013,11.8,36.6,11.6,11.6,52.7,98.6,0,,
,0,04/12/2013,18.8,32.6,0,20.3,74.8,87,0,,
,0,05/12/2013,1.2,22.2,0,10.5,87,87,0,,
,0,06/12/2013,1.1,33.3,20.3,24.3,87,112.6,0,,
,0,07/12/2013,0.2,40.4,10.5,16.8,66.7,92.3,0,,
,0,08/12/2013,1.2,40.2,4,37.7,56.2,81.8,0,,
,0,09/12/2013,0,39.6,6.3,18.5,77.8,77.8,0,,
,0,10/12/2013,0,42.1,33.7,33.7,71.5,82.7,0,,
,0,11/12/2013,0.2,44.6,12.2,12.2,37.8,49,0,,
,0,12/12/2013,2.1,48.9,0,0,25.6,36.8,0,,
,0,13/12/2013,7.8,49.1,0,25.6,36.8,36.8,0,,
,0,14/12/2013,8.4,42.3,0,0,36.8,44.1,0,,
,0,15/12/2013,12.3,34.8,25.6,25.6,36.8,44.1,0,,
,0,16/12/2013,8.2,33,0,0,11.2,18.5,0,,
,0,17/12/2013,0,25.4,0,11.2,18.5,18.5,0,,
,0,18/12/2013,0.6,26.7,0,0,18.5,35.2,0,,
,0,19/12/2013,2.5,27.5,11.2,11.2,18.5,57.6,0,,
,0,20/12/2013,2.5,25,0,0,7.3,75.1,0,,
,0,21/12/2013,4.5,22.5,0,7.3,24,75.1,0,,
,0,22/12/2013,2.3,18,0,0,46.4,75.1,0,,
,0,23/12/2013,1,16.7,7.3,7.3,75.1,91.3,0,,
,0,24/12/2013,0.9,20.8,0,0,67.8,117.7,0,,
,0,25/12/2013,10.5,20.1,0,16.7,67.8,148.5,0,,
,0,26/12/2013,0.6,9.6,0,22.4,84,185.7,0,,
,0,27/12/2013,1.3,9,16.7,45.4,117.7,226,0,,
,0,28/12/2013,1.4,8.3,22.4,22.4,131.8,254.1,0,,
,0,29/12/2013,0,8.6,28.7,28.7,146.6,231.7,0,,
,0,30/12/2013,0,8.6,0,16.2,158.2,219.3,0,,
,0,31/12/2013,0,10.2,0,33.7,203,252.5,0,,
,0,01/01/2014,1,12,16.2,47,203,272.3,0,,
,0,02/01/2014,5.1,11.4,33.7,70.9,203.1,271.5,0,,
,0,03/01/2014,0.2,18.5,30.8,71.1,202.6,271.2,0,,
,0,04/01/2014,0,20.5,37.2,82,191.6,273.3,0,,
,0,05/01/2014,0,21.1,40.3,40.3,169.8,256.9,0,,
,0,06/01/2014,0.6,23.9,44.8,61.1,162.9,224.2,0,,
,0,07/01/2014,1.7,25.5,0,33.2,151,208.3,0,,
,0,08/01/2014,0,26.1,16.3,36.1,171.8,244,0,,
,0,09/01/2014,1.6,27.4,33.2,48.6,163.1,267.9,0,,
,0,10/01/2014,1.8,26.1,19.8,53.2,158.8,274.3,0,,
,0,11/01/2014,0.4,24.3,15.4,48.3,174.7,270.9,0,,
,0,12/01/2014,12.2,23.9,33.4,54.2,199.5,286.1,0,,
,0,13/01/2014,2.2,12.7,32.9,40.5,205.7,297,0,,
,0,14/01/2014,0.6,10.6,20.8,49.7,189.2,354.6,0,,
,0,15/01/2014,2.8,10.5,7.6,43.3,199,352.6,0,,
,0,16/01/2014,2.2,7.7,28.9,69.1,235.7,355.9,0,,
,0,17/01/2014,2.3,5.5,35.7,75.3,297.3,327,0,,
,0,18/01/2014,1.3,4,40.2,56.6,280.4,291.3,0,,
,0,19/01/2014,0.3,12.6,39.6,70.2,251.1,251.1,0,,
,0,20/01/2014,0,43.1,16.4,60.7,211.5,211.5,0,,
,0,21/01/2014,0,47.1,30.6,121.1,195.1,195.1,0,,
,0,22/01/2014,1,49,44.3,63.1,164.5,180.8,0,,
,0,23/01/2014,0.1,49.7,90.5,101.4,120.2,149.2,0,,
,0,24/01/2014,0.5,49.6,18.8,18.8,29.7,91.9,0,,
,0,25/01/2014,0,49.1,10.9,10.9,27.2,113.9,0,,
,0,26/01/2014,0,49.5,0,0,29,123,0,,
,0,27/01/2014,0.8,49.5,0,0,62.2,137.9,0,,
,0,28/01/2014,9.9,48.7,0,0,103,137.9,0,,
,0,29/01/2014,30.8,39.4,0,16.3,123,161.8,0,,
,0,30/01/2014,4,8.6,0,12.7,137.9,195.5,0,,
,0,31/01/2014,1.9,4.6,16.3,49.5,137.9,223.9,0,,
,0,01/02/2014,1.7,2.9,12.7,53.5,145.5,248.3,0,,
,0,02/02/2014,0,1.2,33.2,53.2,166.5,265.8,0,,
,0,03/02/2014,0,1.2,40.8,55.7,161.7,241.1,0,,
,0,04/02/2014,0.4,1.2,20,20,161.6,231.2,0,,
,0,05/02/2014,0,0.8,14.9,38.8,171.8,251.6,0,,
,0,06/02/2014,0,0.8,0,33.7,165.4,276,0,,
,0,07/02/2014,0.6,1.6,23.9,52.3,196.3,295.2,0,,
,0,08/02/2014,0,1,33.7,74.4,212.8,285.7,0,,
,0,09/02/2014,0,2.2,28.4,58.6,218.4,252,0,,
,0,10/02/2014,0.2,2.9,40.7,49.2,209.2,223.6,0,,
,0,11/02/2014,0,15.3,30.2,61.1,182.9,201.2,0,,
,0,12/02/2014,0,19.1,8.5,48.9,152.7,171,0,,
,0,13/02/2014,0,19.5,30.9,70.2,144.2,162.5,0,,
,0,14/02/2014,0,26.1,40.4,59.6,131.6,131.6,0,,
,0,15/02/2014,0,26.1,39.3,53.7,91.2,131.4,0,,
,0,16/02/2014,0.8,26.1,19.2,19.2,51.9,102.4,0,,
,0,17/02/2014,0,25.3,14.4,14.4,32.7,104,0,,
,0,18/02/2014,1.2,26.5,0,18.3,58.5,110.4,0,,
,0,19/02/2014,0.7,26.1,0,0,68.8,122.3,0,,
,0,20/02/2014,12.6,26.9,18.3,18.3,89.6,155.1,0,,
,0,21/02/2014,3.8,14.4,0,0,92.1,167.7,0,,
,0,22/02/2014,0.4,11.5,0,40.2,104,206.8,0,,
,0,23/02/2014,6.6,11.7,0,10.3,136.8,206.8,0,,
,0,24/02/2014,0,5.3,40.2,61,167.7,252.5,0,,
,0,25/02/2014,0,8,10.3,31.1,166.6,252.1,0,,
,0,26/02/2014,0,27.8,20.8,32.7,156.3,241.8,0,,
,0,27/02/2014,1.2,27.8,20.8,53.6,181.2,239.7,0,,
,0,28/02/2014,0.8,27.2,11.9,42.8,200.2,229.8,0,,
,0,01/03/2014,1.5,26.4,32.8,71.9,188.3,257.1,0,,
,0,02/03/2014,0.1,24.9,30.9,30.9,174.2,298.1,0,,
,0,03/03/2014,0.9,24.8,39.1,84.8,154.2,328.1,0,,
,0,04/03/2014,0.6,23.9,,39.8,154.3,348.9,0,,
,0,05/03/2014,0.2,23.5,45.7,45.7,228.1,419.2,0,,
,0,06/03/2014,2.7,23.3,39.8,58.5,243.3,384.2,0,,
,0,07/03/2014,19.8,20.6,0,10.9,263.4,361.3,0,,
,0,08/03/2014,0,9,18.7,57.9,333.7,361.3,0,,
